"Exam Board","Exam Type","Subject","Module","Topic","Sub Topic"
"WJEC","A-LEVEL","Religious Studies (A-Level)","An Introduction to the Study of Religion","Religious life","Religious life - faith and works: Martin Luther's arguments for justification by faith alone; the Council of Trent as a response to Luther; Ed P. Sanders and the role of works in justification"
"WJEC","A-LEVEL","Religious Studies (A-Level)","An Introduction to the Study of Religion","Religious concepts","Religious concepts - the Atonement: Three theories of the Atonement - Christus Victor, substitution, and moral example; the underlying assumptions about the need for divine forgiveness and the conflict between the wrath and love of God in theories of the Atonement"
"WJEC","A-LEVEL","Religious Studies (A-Level)","An Introduction to the Study of Religion","Religious concepts","Religious concepts - the Trinity: The need for the doctrine of the Trinity: the nature and identity of Christ and Christ's relationship with the Father; the origin of the Holy Spirit: the filioque controversy"
"WJEC","A-LEVEL","Religious Studies (A-Level)","An Introduction to the Study of Religion","Religious concepts","Religious concepts - the nature of God: Is God male? The issue of male language about God; Can God suffer? The impassibility of God; the modern view of a suffering God illustrated by Jurgen Moltmann"
"WJEC","A-LEVEL","Religious Studies (A-Level)","An Introduction to the Study of Religion","Religious figures and sacred texts","The Bible as a source of wisdom and authority in daily life: The ways in which the Bible is considered authoritative as a source of moral advice, as a guide to living, as teaching on the meaning and purpose of life, and as a source of comfort and encouragement"
"WJEC","A-LEVEL","Religious Studies (A-Level)","An Introduction to the Study of Religion","Religious figures and sacred texts","Jesus - his resurrection: The views of Rudolf Bultmann and Nicholas T. Wright on the relation of the resurrection event to history; interpretation and application to the understanding of death, the soul, the resurrected body and the afterlife"
"WJEC","A-LEVEL","Religious Studies (A-Level)","An Introduction to the Study of Religion","Religious figures and sacred texts","Jesus - his birth: Consistency and credibility of the birth narratives; interpretation and application of the birth narratives to the doctrine of the incarnation"
"WJEC","A-LEVEL","Geography (A-Level)","Contemporary Themes in Geography","Weather and Climate","The impacts of urban growth on the local climate"
"WJEC","A-LEVEL","Geography (A-Level)","Contemporary Themes in Geography","Weather and Climate","The strategies used to adapt to and mitigate the effects of weather hazards and climate change"
"WJEC","A-LEVEL","Geography (A-Level)","Contemporary Themes in Geography","Weather and Climate","The physical and human factors influencing vulnerability to weather hazards and climate change"
"WJEC","A-LEVEL","Geography (A-Level)","Contemporary Themes in Geography","Weather and Climate","The causes and effects of recent climate change"
"WJEC","A-LEVEL","Geography (A-Level)","Contemporary Themes in Geography","Weather and Climate","The impacts of weather hazards and climate change on people and the environment"
"WJEC","A-LEVEL","Geography (A-Level)","Contemporary Themes in Geography","Weather and Climate","The causes of weather and climate at a range of scales"
"WJEC","A-LEVEL","Geography (A-Level)","Contemporary Themes in Geography","Energy Challenges and Dilemmas","Strategies to achieve sustainable energy supplies"
"WJEC","A-LEVEL","Geography (A-Level)","Contemporary Themes in Geography","Energy Challenges and Dilemmas","The impacts of energy insecurity and energy transitions on people, economies and environments"
"WJEC","A-LEVEL","Geography (A-Level)","Contemporary Themes in Geography","Energy Challenges and Dilemmas","Factors influencing the supply and demand of global energy"
"WJEC","A-LEVEL","Geography (A-Level)","Contemporary Themes in Geography","Energy Challenges and Dilemmas","The nature and distribution of global energy resources"
"WJEC","A-LEVEL","Geography (A-Level)","Contemporary Themes in Geography","Development in an African Context","Strategies to promote sustainable development in Africa"
"WJEC","A-LEVEL","Geography (A-Level)","Contemporary Themes in Geography","Development in an African Context","The role of international organisations and other global actors in shaping the development of Africa"
"WJEC","A-LEVEL","Geography (A-Level)","Contemporary Themes in Geography","Development in an African Context","The demographic, socio-economic and political factors influencing development in Africa"
"WJEC","A-LEVEL","Geography (A-Level)","Contemporary Themes in Geography","Development in an African Context","The significance of the physical environment in influencing patterns of human development in Africa"
"WJEC","A-LEVEL","Geography (A-Level)","Contemporary Themes in Geography","Economic Growth and Challenge: India or China","The role of India or China in the wider world economy and its geopolitical influence"
"WJEC","A-LEVEL","Geography (A-Level)","Contemporary Themes in Geography","Economic Growth and Challenge: India or China","The social, environmental and political consequences of economic change in India or China"
"WJEC","A-LEVEL","Geography (A-Level)","Contemporary Themes in Geography","Economic Growth and Challenge: India or China","The pattern and causes of economic change in India or China"
"WJEC","A-LEVEL","Geography (A-Level)","Contemporary Themes in Geography","Economic Growth and Challenge: India or China","The influence of the demographic, social and cultural characteristics of India or China"
"WJEC","A-LEVEL","Geography (A-Level)","Contemporary Themes in Geography","Economic Growth and Challenge: India or China","The importance of the physical background of India or China"
"WJEC","A-LEVEL","Geography (A-Level)","Contemporary Themes in Geography","Ecosystems","Strategies to sustain ecosystems"
"WJEC","A-LEVEL","Geography (A-Level)","Contemporary Themes in Geography","Ecosystems","The impacts of human activity on ecosystems"
"WJEC","A-LEVEL","Geography (A-Level)","Contemporary Themes in Geography","Ecosystems","Factors causing change in ecosystems"
"WJEC","A-LEVEL","Geography (A-Level)","Contemporary Themes in Geography","Ecosystems","The characteristics and distribution of ecosystems"
"WJEC","A-LEVEL","Geography (A-Level)","Contemporary Themes in Geography","Ecosystems","The functioning of ecosystems at a range of scales"
"WJEC","A-LEVEL","Geography (A-Level)","Contemporary Themes in Geography","Ecosystems","The concept of ecosystems and the inter-relationships within them"
"WJEC","A-LEVEL","Geography (A-Level)","Contemporary Themes in Geography","Tectonic Hazards","Strategies to manage the effects of tectonic hazards"
"WJEC","A-LEVEL","Geography (A-Level)","Contemporary Themes in Geography","Tectonic Hazards","Factors affecting the risk and vulnerability to tectonic hazards"
"WJEC","A-LEVEL","Geography (A-Level)","Contemporary Themes in Geography","Tectonic Hazards","The causes and effects of tectonic activity at different scales"
"WJEC","A-LEVEL","Geography (A-Level)","Global Systems and Global Governance","21st Century Challenges","Applying knowledge and understanding of the content from Units 1-3 to understand and respond to 21st century challenges"
"WJEC","A-LEVEL","Geography (A-Level)","Global Systems and Global Governance","Global Governance: Change and Challenges","The challenges posed by areas lacking strong governance"
"WJEC","A-LEVEL","Geography (A-Level)","Global Systems and Global Governance","Global Governance: Change and Challenges","The growth of international tourism and its impacts on people, places and environments"
"WJEC","A-LEVEL","Geography (A-Level)","Global Systems and Global Governance","Global Governance: Change and Challenges","The governance of the Earth's oceans and issues associated with it"
"WJEC","A-LEVEL","Geography (A-Level)","Global Systems and Global Governance","Global Governance: Change and Challenges","Changing patterns of global migration and their impacts on societies and environments"
"WJEC","A-LEVEL","Geography (A-Level)","Global Systems and Global Governance","Global Governance: Change and Challenges","The role of global governance organisations in managing global issues"
"WJEC","A-LEVEL","Geography (A-Level)","Global Systems and Global Governance","Global Governance: Change and Challenges","The role of international trade in the global economy and issues associated with it"
"WJEC","A-LEVEL","Geography (A-Level)","Global Systems and Global Governance","Global Governance: Change and Challenges","The influence of superpower states on global economies, political systems and the physical environment"
"WJEC","A-LEVEL","Geography (A-Level)","Global Systems and Global Governance","Global Governance: Change and Challenges","The processes of globalisation and their effects on peoples, places and environments"
"WJEC","A-LEVEL","Geography (A-Level)","Global Systems and Global Governance","Global Systems","The role of feedbacks within and between the water and carbon cycles"
"WJEC","A-LEVEL","Geography (A-Level)","Global Systems and Global Governance","Global Systems","Consequences of water and carbon cycle changes"
"WJEC","A-LEVEL","Geography (A-Level)","Global Systems and Global Governance","Global Systems","Factors influencing the water cycle and carbon cycle"
"WJEC","A-LEVEL","Geography (A-Level)","Global Systems and Global Governance","Global Systems","The relationship between the water cycle and carbon cycle"
"WJEC","A-LEVEL","Geography (A-Level)","Global Systems and Global Governance","Global Systems","The carbon cycle and energy security"
"WJEC","A-LEVEL","Geography (A-Level)","Global Systems and Global Governance","Global Systems","The water cycle and water insecurity"
"WJEC","A-LEVEL","Geography (A-Level)","Changing Places","Changing Places","The impact of Covid-19 on places"
"WJEC","A-LEVEL","Geography (A-Level)","Changing Places","Changing Places","The impact of de-industrialisation and economic restructuring on place qualities"
"WJEC","A-LEVEL","Geography (A-Level)","Changing Places","Changing Places","The impact of digital connectivity on places"
"WJEC","A-LEVEL","Geography (A-Level)","Changing Places","Changing Places","How places change over time"
"WJEC","A-LEVEL","Geography (A-Level)","Changing Places","Changing Places","How political decisions influence places"
"WJEC","A-LEVEL","Geography (A-Level)","Changing Places","Changing Places","How cultural and social changes influence places"
"WJEC","A-LEVEL","Geography (A-Level)","Changing Places","Changing Places","How economic change influences places"
"WJEC","A-LEVEL","Geography (A-Level)","Changing Places","Changing Places","Place studies at different scales and in contrasting locations"
"WJEC","A-LEVEL","Geography (A-Level)","Changing Places","Changing Places","Studying places and appreciating place qualities"
"WJEC","A-LEVEL","Geography (A-Level)","Changing Places","Changing Places","Concepts and models of place and the qualities of place"
"WJEC","A-LEVEL","Geography (A-Level)","Changing Landscapes","Tectonic Hazards","Responses to tectonic hazards"
"WJEC","A-LEVEL","Geography (A-Level)","Changing Landscapes","Tectonic Hazards","Human factors affecting risk and vulnerability"
"WJEC","A-LEVEL","Geography (A-Level)","Changing Landscapes","Tectonic Hazards","Earthquakes, processes, hazards and their impacts"
"WJEC","A-LEVEL","Geography (A-Level)","Changing Landscapes","Tectonic Hazards","Volcanoes, processes, hazards and their impacts"
"WJEC","A-LEVEL","Geography (A-Level)","Changing Landscapes","Tectonic Hazards","Tectonic processes and hazards"
"WJEC","A-LEVEL","Geography (A-Level)","Changing Landscapes","Glaciated Landscapes","Glacial processes are a vital context for human activity"
"WJEC","A-LEVEL","Geography (A-Level)","Changing Landscapes","Glaciated Landscapes","Variations in glacial processes, glacial landforms and landscapes over different time scales"
"WJEC","A-LEVEL","Geography (A-Level)","Changing Landscapes","Glaciated Landscapes","Periglacial processes and the formation of associated features"
"WJEC","A-LEVEL","Geography (A-Level)","Changing Landscapes","Glaciated Landscapes","Suites of landforms within glacial landscapes"
"WJEC","A-LEVEL","Geography (A-Level)","Changing Landscapes","Glaciated Landscapes","Processes of glacial and fluvioglacial transport, glacial and fluvioglacial deposition and the characteristics and formation of associated landforms"
"WJEC","A-LEVEL","Geography (A-Level)","Changing Landscapes","Glaciated Landscapes","Processes of glacial weathering, erosion and the characteristics and formation of associated landforms"
"WJEC","A-LEVEL","Geography (A-Level)","Changing Landscapes","Glaciated Landscapes","The range of glacial environments and their distribution"
"WJEC","A-LEVEL","Geography (A-Level)","Changing Landscapes","Glaciated Landscapes","Glacier movement"
"WJEC","A-LEVEL","Geography (A-Level)","Changing Landscapes","Glaciated Landscapes","Climate change and the glacier budget over different time scales"
"WJEC","A-LEVEL","Geography (A-Level)","Changing Landscapes","Glaciated Landscapes","The operation of a glacier as a system"
"WJEC","A-LEVEL","Geography (A-Level)","Changing Landscapes","Coastal Landscapes","The impact of human activity on coastal landscape systems"
"WJEC","A-LEVEL","Geography (A-Level)","Changing Landscapes","Coastal Landscapes","Coastal processes are a vital context for human activity"
"WJEC","A-LEVEL","Geography (A-Level)","Changing Landscapes","Coastal Landscapes","Variations in coastal processes, coastal landforms and landscapes over different time scales"
"WJEC","A-LEVEL","Geography (A-Level)","Changing Landscapes","Coastal Landscapes","Aeolian, fluvial and biotic processes and the characteristics and formation of landforms in coastal environments"
"WJEC","A-LEVEL","Geography (A-Level)","Changing Landscapes","Coastal Landscapes","Processes of coastal transport and deposition and the characteristics and formation of associated landforms"
"WJEC","A-LEVEL","Geography (A-Level)","Changing Landscapes","Coastal Landscapes","Processes of coastal weathering, mass movement, erosion and the characteristics and formation of associated landforms"
"WJEC","A-LEVEL","Geography (A-Level)","Changing Landscapes","Coastal Landscapes","Factors affecting coastal processes and landforms"
"WJEC","A-LEVEL","Geography (A-Level)","Changing Landscapes","Coastal Landscapes","Landforms and landscape systems, their distinctive features and distribution"
"WJEC","A-LEVEL","Geography (A-Level)","Changing Landscapes","Coastal Landscapes","Temporal variations and their influence on coastal environments"
"WJEC","A-LEVEL","Geography (A-Level)","Changing Landscapes","Coastal Landscapes","The operation of the coast as a system"
"WJEC","A-LEVEL","History of Art (A-Level)","Art and Design","Photography","Moving image (video, film, animation)"
"WJEC","A-LEVEL","History of Art (A-Level)","Art and Design","Photography","Digital imaging"
"WJEC","A-LEVEL","History of Art (A-Level)","Art and Design","Photography","Fashion photography"
"WJEC","A-LEVEL","History of Art (A-Level)","Art and Design","Photography","Photographic installation"
"WJEC","A-LEVEL","History of Art (A-Level)","Art and Design","Photography","Experimental imagery"
"WJEC","A-LEVEL","History of Art (A-Level)","Art and Design","Photography","Photojournalism"
"WJEC","A-LEVEL","History of Art (A-Level)","Art and Design","Photography","Documentary photography"
"WJEC","A-LEVEL","History of Art (A-Level)","Art and Design","Photography","Still-life photography"
"WJEC","A-LEVEL","History of Art (A-Level)","Art and Design","Photography","Photographing places"
"WJEC","A-LEVEL","History of Art (A-Level)","Art and Design","Photography","Photographing people"
"WJEC","A-LEVEL","History of Art (A-Level)","Art and Design","Three-Dimensional Design","3-D digital design"
"WJEC","A-LEVEL","History of Art (A-Level)","Art and Design","Three-Dimensional Design","Furniture design"
"WJEC","A-LEVEL","History of Art (A-Level)","Art and Design","Three-Dimensional Design","3-D animation and puppet design and construction"
"WJEC","A-LEVEL","History of Art (A-Level)","Art and Design","Three-Dimensional Design","Architectural design"
"WJEC","A-LEVEL","History of Art (A-Level)","Art and Design","Three-Dimensional Design","Environmental design"
"WJEC","A-LEVEL","History of Art (A-Level)","Art and Design","Three-Dimensional Design","Product design"
"WJEC","A-LEVEL","History of Art (A-Level)","Art and Design","Three-Dimensional Design","Interior design"
"WJEC","A-LEVEL","History of Art (A-Level)","Art and Design","Three-Dimensional Design","Performance design"
"WJEC","A-LEVEL","History of Art (A-Level)","Art and Design","Three-Dimensional Design","Production design"
"WJEC","A-LEVEL","History of Art (A-Level)","Art and Design","Three-Dimensional Design","Exhibition design"
"WJEC","A-LEVEL","History of Art (A-Level)","Art and Design","Three-Dimensional Design","Jewellery/body ornament"
"WJEC","A-LEVEL","History of Art (A-Level)","Art and Design","Three-Dimensional Design","Sculpture"
"WJEC","A-LEVEL","History of Art (A-Level)","Art and Design","Three-Dimensional Design","Ceramics"
"WJEC","A-LEVEL","History of Art (A-Level)","Art and Design","Graphic Communication","Game design"
"WJEC","A-LEVEL","History of Art (A-Level)","Art and Design","Graphic Communication","Web and app design"
"WJEC","A-LEVEL","History of Art (A-Level)","Art and Design","Graphic Communication","Bookworks"
"WJEC","A-LEVEL","History of Art (A-Level)","Art and Design","Graphic Communication","Storyboarding and layout"
"WJEC","A-LEVEL","History of Art (A-Level)","Art and Design","Graphic Communication","Animation and special effects"
"WJEC","A-LEVEL","History of Art (A-Level)","Art and Design","Graphic Communication","Multimedia design"
"WJEC","A-LEVEL","History of Art (A-Level)","Art and Design","Graphic Communication","Computer graphics"
"WJEC","A-LEVEL","History of Art (A-Level)","Art and Design","Graphic Communication","Design for print"
"WJEC","A-LEVEL","History of Art (A-Level)","Art and Design","Graphic Communication","Package design"
"WJEC","A-LEVEL","History of Art (A-Level)","Art and Design","Graphic Communication","Advertising and branding"
"WJEC","A-LEVEL","History of Art (A-Level)","Art and Design","Graphic Communication","Editorial"
"WJEC","A-LEVEL","History of Art (A-Level)","Art and Design","Graphic Communication","Typography"
"WJEC","A-LEVEL","History of Art (A-Level)","Art and Design","Graphic Communication","Illustration"
"WJEC","A-LEVEL","History of Art (A-Level)","Art and Design","Textile Design","Accessories"
"WJEC","A-LEVEL","History of Art (A-Level)","Art and Design","Textile Design","Textile installation"
"WJEC","A-LEVEL","History of Art (A-Level)","Art and Design","Textile Design","Constructed textiles (knitted, woven, embellished or combined with other materials)"
"WJEC","A-LEVEL","History of Art (A-Level)","Art and Design","Textile Design","Interior design"
"WJEC","A-LEVEL","History of Art (A-Level)","Art and Design","Textile Design","Digitally or traditionally printed and/or dyed fabrics, garments and materials"
"WJEC","A-LEVEL","History of Art (A-Level)","Art and Design","Textile Design","Costume"
"WJEC","A-LEVEL","History of Art (A-Level)","Art and Design","Textile Design","Fashion"
"WJEC","A-LEVEL","History of Art (A-Level)","Art and Design","Fine Art","Digital media"
"WJEC","A-LEVEL","History of Art (A-Level)","Art and Design","Fine Art","Film, animation, video, photography"
"WJEC","A-LEVEL","History of Art (A-Level)","Art and Design","Fine Art","Printmaking: relief, intaglio, screen processes and lithography"
"WJEC","A-LEVEL","History of Art (A-Level)","Art and Design","Fine Art","Installation"
"WJEC","A-LEVEL","History of Art (A-Level)","Art and Design","Fine Art","Land or environmental art"
"WJEC","A-LEVEL","History of Art (A-Level)","Art and Design","Fine Art","Sculpture"
"WJEC","A-LEVEL","History of Art (A-Level)","Art and Design","Fine Art","Performance and conceptual art"
"WJEC","A-LEVEL","History of Art (A-Level)","Art and Design","Fine Art","Mixed media, including collage and assemblage"
"WJEC","A-LEVEL","History of Art (A-Level)","Art and Design","Fine Art","Painting and drawing"
"WJEC","A-LEVEL","History of Art (A-Level)","Art and Design","History of Art","Analytical skill and critical and contextual understanding in appraising, comparing and contrasting the work of relevant fine artists and other contextual sources"
"WJEC","A-LEVEL","History of Art (A-Level)","Art and Design","History of Art","Awareness of the wide variety of fine art processes and outcomes and the differences between fine art sculpture, ceramics, printmaking and photography and utilitarian application of these art forms"
"WJEC","A-LEVEL","History of Art (A-Level)","Art and Design","History of Art","Analytical skill and critical and contextual understanding in appraising, comparing and contrasting the work of relevant artists, craftspeople and designers and other contextual sources"
"WJEC","A-LEVEL","History of Art (A-Level)","Art and Design","History of Art","Awareness of the wide variety of work produced by artists, craftspeople and designers and differences in their methods, approaches, purposes and intentions"
"WJEC","A-LEVEL","History (A-Level)","Europe in an Age of Conflict and Co-operation","c.1890-1991","the collapse of communism in Eastern Europe, 1989-1991"
"WJEC","A-LEVEL","History (A-Level)","Europe in an Age of Conflict and Co-operation","c.1890-1991","the growth of the European Community and the moves towards European unity"
"WJEC","A-LEVEL","History (A-Level)","Europe in an Age of Conflict and Co-operation","c.1890-1991","the economic and social problems facing Europe after 1945"
"WJEC","A-LEVEL","History (A-Level)","Europe in an Age of Conflict and Co-operation","c.1890-1991","the impact of the Cold War on European nations"
"WJEC","A-LEVEL","History (A-Level)","Europe in an Age of Conflict and Co-operation","c.1890-1991","the importance of the nuclear arms race and space race in the Cold War"
"WJEC","A-LEVEL","History (A-Level)","Europe in an Age of Conflict and Co-operation","c.1890-1991","the onset of the Cold War and the division of Europe"
"WJEC","A-LEVEL","History (A-Level)","Europe in an Age of Conflict and Co-operation","c.1890-1991","the impact of the Second World War on the combatant nations"
"WJEC","A-LEVEL","History (A-Level)","Europe in an Age of Conflict and Co-operation","c.1890-1991","the rise of fascism and the coming of the Second World War"
"WJEC","A-LEVEL","History (A-Level)","Europe in an Age of Conflict and Co-operation","c.1890-1991","the League of Nations and attempts at collective security, 1919-1939"
"WJEC","A-LEVEL","History (A-Level)","Europe in an Age of Conflict and Co-operation","c.1890-1991","the aims and outcomes of the Paris Peace Settlement, 1919-1920"
"WJEC","A-LEVEL","History (A-Level)","Europe in an Age of Conflict and Co-operation","c.1890-1991","the impact of the Russian revolutions of 1917"
"WJEC","A-LEVEL","History (A-Level)","Europe in an Age of Conflict and Co-operation","c.1890-1991","the impact of the First World War on the combatant nations"
"WJEC","A-LEVEL","History (A-Level)","Europe in an Age of Conflict and Co-operation","c.1890-1991","the causes and outbreak of the First World War"
"WJEC","A-LEVEL","History (A-Level)","Revolution and New Ideas in Europe","c.1780-1881","the reasons for the rejection of further reforms by Alexander III"
"WJEC","A-LEVEL","History (A-Level)","Revolution and New Ideas in Europe","c.1780-1881","the impact of the reforms introduced by Alexander II"
"WJEC","A-LEVEL","History (A-Level)","Revolution and New Ideas in Europe","c.1780-1881","the significance of the abolition of serfdom in 1861"
"WJEC","A-LEVEL","History (A-Level)","Revolution and New Ideas in Europe","c.1780-1881","the causes of discontent and unrest in Russia in the 1850s and 1860s"
"WJEC","A-LEVEL","History (A-Level)","Revolution and New Ideas in Europe","c.1780-1881","the reasons for the collapse of the Second Empire in 1871"
"WJEC","A-LEVEL","History (A-Level)","Revolution and New Ideas in Europe","c.1780-1881","the character and aims of Napoleon III's regime"
"WJEC","A-LEVEL","History (A-Level)","Revolution and New Ideas in Europe","c.1780-1881","revolution in 1848, the coup d'etat and the establishment of the Second Empire"
"WJEC","A-LEVEL","History (A-Level)","Revolution and New Ideas in Europe","c.1780-1881","moves to unification in the 1860s: the roles of war and diplomacy"
"WJEC","A-LEVEL","History (A-Level)","Revolution and New Ideas in Europe","c.1780-1881","the contribution of key personalities to German unification"
"WJEC","A-LEVEL","History (A-Level)","Revolution and New Ideas in Europe","c.1780-1881","the impact of the 1848 revolutions on the process of German unification"
"WJEC","A-LEVEL","History (A-Level)","Revolution and New Ideas in Europe","c.1780-1881","the main factors that stimulated and / or hindered German nationalism after 1815"
"WJEC","A-LEVEL","History (A-Level)","Revolution and New Ideas in Europe","c.1780-1881","the role of the Great Powers in the unification of Italy"
"WJEC","A-LEVEL","History (A-Level)","Revolution and New Ideas in Europe","c.1780-1881","the contribution of key personalities to Italian unification"
"WJEC","A-LEVEL","History (A-Level)","Revolution and New Ideas in Europe","c.1780-1881","the impact of the 1848 revolutions on the process of Italian unification"
"WJEC","A-LEVEL","History (A-Level)","Revolution and New Ideas in Europe","c.1780-1881","the main factors that stimulated and hindered Italian nationalism after 1815"
"WJEC","A-LEVEL","History (A-Level)","Revolution and New Ideas in Europe","c.1780-1881","the effect of the Eastern Question on relations between the Great Powers between 1780-1856"
"WJEC","A-LEVEL","History (A-Level)","Revolution and New Ideas in Europe","c.1780-1881","the causes of revolution in Europe in 1830-1848"
"WJEC","A-LEVEL","History (A-Level)","Revolution and New Ideas in Europe","c.1780-1881","reasons for and effectiveness of the attempts at international co-operation 1815-1822"
"WJEC","A-LEVEL","History (A-Level)","Revolution and New Ideas in Europe","c.1780-1881","the effect of the French Revolutionary and Napoleonic Wars on Great Power relations"
"WJEC","A-LEVEL","History (A-Level)","Europe in the Age of Absolutism and Revolution","c.1682-1815","the effect of the French Revolutionary and Napoleonic Wars on Great Power relations"
"WJEC","A-LEVEL","History (A-Level)","Europe in the Age of Absolutism and Revolution","c.1682-1815","the origins, development and impact of the Seven Years War"
"WJEC","A-LEVEL","History (A-Level)","Europe in the Age of Absolutism and Revolution","c.1682-1815","the effects of the Diplomatic Revolution"
"WJEC","A-LEVEL","History (A-Level)","Europe in the Age of Absolutism and Revolution","c.1682-1815","the impact of the War of the Austrian Succession on relations between the Great Powers"
"WJEC","A-LEVEL","History (A-Level)","Europe in the Age of Absolutism and Revolution","c.1682-1815","changing power in the Baltic after the Great Northern War"
"WJEC","A-LEVEL","History (A-Level)","Europe in the Age of Absolutism and Revolution","c.1682-1815","Louis XVI and the causes of the French Revolution, 1774-1789"
"WJEC","A-LEVEL","History (A-Level)","Europe in the Age of Absolutism and Revolution","c.1682-1815","the structure of the state - political, financial and religious"
"WJEC","A-LEVEL","History (A-Level)","Europe in the Age of Absolutism and Revolution","c.1682-1815","the ancien régime during the reign of Louis XV, 1715-1774"
"WJEC","A-LEVEL","History (A-Level)","Europe in the Age of Absolutism and Revolution","c.1682-1815","the extent to which Frederick the Great can be considered an 'Enlightened Despot'"
"WJEC","A-LEVEL","History (A-Level)","Europe in the Age of Absolutism and Revolution","c.1682-1815","the extent of success in Frederick the Great's foreign policy"
"WJEC","A-LEVEL","History (A-Level)","Europe in the Age of Absolutism and Revolution","c.1682-1815","the effectiveness of Frederick the Great's reforms to the domestic structure of the Prussian state"
"WJEC","A-LEVEL","History (A-Level)","Europe in the Age of Absolutism and Revolution","c.1682-1815","the main challenges facing Frederick the Great on his accession"
"WJEC","A-LEVEL","History (A-Level)","Europe in the Age of Absolutism and Revolution","c.1682-1815","extent of success in foreign policy and war"
"WJEC","A-LEVEL","History (A-Level)","Europe in the Age of Absolutism and Revolution","c.1682-1815","the influence of westernisation on Russia"
"WJEC","A-LEVEL","History (A-Level)","Europe in the Age of Absolutism and Revolution","c.1682-1815","reform and expansion of the armed forces"
"WJEC","A-LEVEL","History (A-Level)","Europe in the Age of Absolutism and Revolution","c.1682-1815","the impact of Peter's domestic policies on society, economy and religion"
"WJEC","A-LEVEL","History (A-Level)","Political and Religious Change in Europe","c.1500-1598","the importance of the battle of Lepanto"
"WJEC","A-LEVEL","History (A-Level)","Political and Religious Change in Europe","c.1500-1598","the effectiveness of the French reaction to the Ottoman threat"
"WJEC","A-LEVEL","History (A-Level)","Political and Religious Change in Europe","c.1500-1598","the nature of the Hapsburg reaction to the Ottoman threat"
"WJEC","A-LEVEL","History (A-Level)","Political and Religious Change in Europe","c.1500-1598","the reign of Suleiman the Magnificent and Ottoman expansion into eastern Europe"
"WJEC","A-LEVEL","History (A-Level)","Political and Religious Change in Europe","c.1500-1598","Philip II's foreign policy including the Netherlands"
"WJEC","A-LEVEL","History (A-Level)","Political and Religious Change in Europe","c.1500-1598","the success of the economic and financial policies of Philip II"
"WJEC","A-LEVEL","History (A-Level)","Political and Religious Change in Europe","c.1500-1598","the social and economic impact of the exploration of the New World"
"WJEC","A-LEVEL","History (A-Level)","Political and Religious Change in Europe","c.1500-1598","Charles V and the challenges of ruling the Holy Roman Empire"
"WJEC","A-LEVEL","History (A-Level)","Political and Religious Change in Europe","c.1500-1598","the main features of Hapsburg / Valois rivalry"
"WJEC","A-LEVEL","History (A-Level)","Political and Religious Change in Europe","c.1500-1598","the development of absolute monarchy in France under Francis I; the effectiveness of Francis I's religious, cultural, financial and economic policies"
"WJEC","A-LEVEL","History (A-Level)","Political and Religious Change in Europe","c.1500-1598","the beginning of the Counter-Reformation"
"WJEC","A-LEVEL","History (A-Level)","Political and Religious Change in Europe","c.1500-1598","the importance of the Peace of Augsburg, 1555"
"WJEC","A-LEVEL","History (A-Level)","Political and Religious Change in Europe","c.1500-1598","the reasons for the dissemination of Lutheranism: critical tracts, the use of the printing press, the influence of towns and cities, social pressures"
"WJEC","A-LEVEL","History (A-Level)","Political and Religious Change in Europe","c.1500-1598","the impact of Martin Luther on the development of the German Reformation"
"WJEC","A-LEVEL","History (A-Level)","Political and Religious Change in Europe","c.1500-1598","the influence of Renaissance culture"
"WJEC","A-LEVEL","History (A-Level)","Political and Religious Change in Europe","c.1500-1598","the growing power of the nation states"
"WJEC","A-LEVEL","History (A-Level)","Political and Religious Change in Europe","c.1500-1598","the growth of exploration and discovery"
"WJEC","A-LEVEL","History (A-Level)","Political and Religious Change in Europe","c.1500-1598","the position of the Catholic Church in the early sixteenth century"
"WJEC","A-LEVEL","History (A-Level)","Politics, People and Progress: Wales and England","c.1880-1980","social and employment opportunities and legislative change after 1945"
"WJEC","A-LEVEL","History (A-Level)","Politics, People and Progress: Wales and England","c.1880-1980","the impact of war on the changing role and status of women 1914-1951"
"WJEC","A-LEVEL","History (A-Level)","Politics, People and Progress: Wales and England","c.1880-1980","the reasons for the extension of the franchise in 1918 and 1929"
"WJEC","A-LEVEL","History (A-Level)","Politics, People and Progress: Wales and England","c.1880-1980","the campaign for women's suffrage in Wales and England before 1918"
"WJEC","A-LEVEL","History (A-Level)","Politics, People and Progress: Wales and England","c.1880-1980","the extent of social, religious and cultural change in Wales and England"
"WJEC","A-LEVEL","History (A-Level)","Politics, People and Progress: Wales and England","c.1880-1980","demands for political change in Wales and England"
"WJEC","A-LEVEL","History (A-Level)","Politics, People and Progress: Wales and England","c.1880-1980","changing attitudes to the Welsh language and culture"
"WJEC","A-LEVEL","History (A-Level)","Politics, People and Progress: Wales and England","c.1880-1980","the changing nature of the economy, work and employment in Wales and England"
"WJEC","A-LEVEL","History (A-Level)","Politics, People and Progress: Wales and England","c.1880-1980","the social and economic impact of the Second World War"
"WJEC","A-LEVEL","History (A-Level)","Politics, People and Progress: Wales and England","c.1880-1980","the social and economic impact of the First World War"
"WJEC","A-LEVEL","History (A-Level)","Politics, People and Progress: Wales and England","c.1880-1980","the social and economic impact of the Boer War"
"WJEC","A-LEVEL","History (A-Level)","Politics, People and Progress: Wales and England","c.1880-1980","the record of coalition governments: during wartime and in the 1930s"
